codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
77792;A-060/CENIPA/2018 - 01;2021-07-08;2021-07-26;NULL;Atuar junto à Aviação Agrícola Antonio & Carmelia Ltda., a fim de que aquele operador aperfeiçoe seus mecanismos administrativos de acompanhamento e conferência das escriturações dos registros de utilização de suas aeronaves, visando um correto controle dos serviços de manutenção necessários, como forma de prevenir ocorrências aeronáuticas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-04-01;Atuar junto a INFRAMERICA, a fim de que aquele Operador de Aeródromo adote medidas em relação à estrutura de iluminação dos pátios de estacionamento (Píer Norte e Píer Sul), de modo a evitar que a luz proveniente dos respectivos holofotes interfira negativamente na linha de visada dos controladores da TWR-BR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 02;2019-12-18;2020-01-13;2020-10-01;ATUAR EM CONJUNTO COM A INFRAMERICA E O DECEA, A FIM DE QUE CâMERAS DE USO EXCLUSIVO DO DTCEA-BR SEJAM INSTALADAS NO AERóDROMO INTERNACIONAL DE BRASíLIA, DE MODO A GARANTIR A VISUALIZAçãO E O CONTROLE DE TODOS OS PONTOS CEGOS DAQUELE AERóDROMO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 03;2019-12-18;2020-01-13;2020-04-01;ATUAR EM CONJUNTO COM A INFRAMERICA E O DECEA, A FIM DE QUE SEJA AVALIADA A PERTINêNCIA DE SE MODIFICAR UMA OU AMBAS AS LETRAS DESIGNATIVAS DAS TAXIWAYS “C” (CHARLIE) E “G” (GOLF) DO AERóDROMO INTERNACIONAL DE BRASíLIA, DE MODO A EVITAR CONFUSõES OU EQUíVOCOS POR PARTE DAS TRIPULAçõES QUE OPERAM NAQUELE AERóDROMO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 04;2019-12-18;2020-01-13;2020-04-01;ATUAR EM CONJUNTO COM A INFRAMERICA E O DECEA, A FIM DE QUE SEJA AVALIADA A PERTINêNCIA DA INCLUSãO DE HOT SPOTS NA CARTA DE AERóDROMO DE SBBR, VISANDO ALERTAR OS PILOTOS QUE OPERAM NAQUELE AERóDROMO QUANTO à EXISTêNCIA DE PONTOS CEGOS NA áREA DE MANOBRAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 05;2019-12-18;2020-01-14;2020-10-05;ANALISAR A PERTINêNCIA DE SE ESTABELECER, COM CLAREZA E EM NORMA, O MOMENTO OU A POSIçãO EM QUE, APóS O POUSO, A TRIPULAçãO DE UMA AERONAVE DEVE TROCAR A FREQUêNCIA DA TORRE DE CONTROLE PARA O CONTROLE DE SOLO.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77803;IG-065/CENIPA/2018 - 06;2019-12-18;2020-01-14;NULL;ALERTAR OS CONTROLADORES DE TRáFEGO AéREO BRASILEIROS SOBRE A IMPORTâNCIA DA UTILIZAçãO DA FRASEOLOGIA PADRãO PREVISTA NO MCA 100-16, NOTADAMENTE NO QUE SE REFERE O ITEM 3.4.3.4 (INSTRUçõES APóS O POUSO), ONDE é APRESENTADO UM EXEMPLO DE MENSAGEM CORRETA.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77803;IG-065/CENIPA/2018 - 07;2019-12-18;2020-01-14;NULL;ALERTAR OS CONTROLADORES DE TRáFEGO AéREO BRASILEIROS SOBRE A IMPORTâNCIA DA UTILIZAçãO DO RECURSO DE FRASEOLOGIA PREVISTO NO ITEM 6.14.6.4 DA ICA 100-37/2017, O QUAL ORIENTA QUE, QUANDO NECESSáRIO OU DESEJáVEL, O CONTROLADOR PODERá INSTRUIR UMA TRIPULAçãO A REPORTAR O MOMENTO EM QUE SUA RESPECTIVA AERONAVE TIVER DESOCUPADO A PISTA EM USO.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77803;IG-065/CENIPA/2018 - 08;2019-12-18;2020-01-14;NULL;ANALISAR A PERTINêNCIA DE SE ESTABELECER UM MODELO OPERACIONAL QUE DEFINA, CLARAMENTE, OS PROCEDIMENTOS A SEREM ADOTADOS PELOS CONTROLADORES DE TRáFEGO AéREO DAS DIVERSAS POSIçõES DA TORRE DE CONTROLE DO AERóDROMO INTERNACIONAL DE BRASíLIA, EM RELAçãO à COORDENAçãO DOS TRáFEGOS QUANDO ESTES ESTIVEREM TRANSITANDO PELOS PONTOS CEGOS DO AERóDROMO.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77803;IG-065/CENIPA/2018 - 09;2019-12-18;2020-01-14;2020-10-05;AVALIAR A VIABILIDADE DA IMPLANTAçãO DE UM RADAR DE MOVIMENTAçãO DE SUPERFíCIE (SURFACE MOVEMENT RADAR - SMR) EM SBBR, A FIM DE MITIGAR OS RISCOS DE INCURSãO EM PISTA DECORRENTES DOS DIVERSOS PONTOS CEGOS EXISTENTES NO AERóDROMO.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77807;A-067/CENIPA/2018 - 01;2018-07-27;2018-07-30;2018-10-29;Realizar gestãoes junto ? INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta revise seu Plano de Gerenciamento de Risco de Fauna (PGRF), utilizando informações oriundas de Identifica??o de Perigo de Fauna (IPF) e indicando ações preventivas para mitigar o risco da presen?a de animais terrestres na ?rea operacional do aeródromo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 02;2018-07-27;2018-07-30;2018-10-29;Realizar gestãoes junto ? INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta inclua em seu Plano de Gerenciamento de Risco de Fauna (PGRF) as ações espec?ficas, atribu?das ? cada integrante da ComisSão de Gerenciamento de Risco de Fauna interna e externa.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 03;2018-07-27;2018-07-30;2018-10-29;Realizar gestãoes junto ? INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta efetue reparos e melhorias na cerca operacional existente, em coordena??o com as demais organizações envolvidas na execução das atividades operacionais do aeródromo, levando-se em considera??o as informações obtidas com a Identifica??o do Perigo da Fauna (IPF).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 04;2018-09-04;2018-11-07;2019-02-15;Atuar junto aos operadores de aeródromo da aviação civil brasileira, a fim de que as organizações que ainda não tenham realizado a Identifica??o de Perigo de Fauna (IPF) implementem o referido procedimento e, posteriormente, atualizem seus Programas de Gerenciamento do Risco da Fauna (PGRF).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 01;2018-12-19;0002-11-24;0002-11-29;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore seus mecanismos de padroniza??o da instru??o aérea, sobretudo no que diz respeito ? utiliza??o de fichas de avalia??o que apresentem todos os campos necess?rios ao adequado registro do voo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 02;2018-12-19;0002-11-24;0002-11-29;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore seus mecanismos de padroniza??o de instrutores, sobretudo no que diz respeito ao preenchimento das fichas de voo, ocasi?o em que os coment?rios anotados devem ser compat?veis com os n?veis de aprendizagem esperados e com os graus atribu?dos a cada exerc?cio.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 03;2018-12-19;0002-11-24;0002-11-29;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore os treinamentos de Crew Resource Management (CRM) oferecido a seus tripulantes, sobretudo no que diz respeito ? padroniza??o e ?s corretas técnicas de instru??o, e oriente os instrutores a serem proativos e conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 04;2018-12-19;0002-11-24;0002-11-29;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aperfei?oe seus mecanismos administrativos e operacionais de recebimento e verifica??o dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77819;A-069/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-01-23;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DA CRITERIOSA AVALIAçãO AS CONDIçõES METEOROLóGICAS DA ORIGEM, DO DESTINO, DO AERóDROMO ALTERNATIVO E DA ROTA, POR OCASIãO DO PLANEJAMENTO E DA EXECUçãO DOS VOOS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77830;A-071/CENIPA/2018 - 01;2020-05-29;2020-06-23;2020-08-10;ATUAR JUNTO à EMPRESA FTA - FLY TáXI AéREO LTDA., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE TREINAMENTO DE TRIPULANTES, PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77830;A-071/CENIPA/2018 - 02;2020-05-29;2020-06-23;2020-07-09;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DO CORRETO PLANEJAMENTO DE VOO, SOBRETUDO NO QUE DIZ RESPEITO AOS ASPECTOS RELACIONADOS à CORRETA IDENTIFICAçãO DO LOCAL DE OPERAçãO, BEM COMO à PERFORMANCE DA AERONAVE REQUERIDA PARA A DECOLAGEM.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 01;2018-11-07;2018-11-27;2018-12-27;Atuar junto ? Asas de Socorro, a fim de que aquela organização aperfeiçõe seus mecanismos administrativos e operacionais de escritura??o dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 02;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de alertar aquela organização sobre os riscos decorrentes da operação em pistas não homologadas - ou não registradas - pela Autoridade da aviação Civil, fato que fere o Art. 30 do Código Brasileiro de aeronáutica.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 03;2018-11-07;2018-11-27;2018-12-27;Atuar junto ? Asas de Socorro, a fim de que o item 6.8.12 (Procedimentos de voo VFR por cima da camada) do MGO daquela organização seja revisado, no intuito de torna-lo condizente com o que prev? o subitem 5.1.2-a da ICA 100-12/2016: os voos VFR somente ser?o realizados quando simultânea e continuamente o piloto puder manter referência com o solo ou água, de modo que as formações meteorológicas abaixo do nível de voo não obstruam mais da metade da área de sua visão.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 04;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de que aquela organização oriente os tripulantes que operam suas aeronaves a serem mais conservativos quando estiverem realizando o planeamento dos voos, sobretudo no que diz respeito à análise dos impactos causados por meteorologia adversa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 05;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de enfatizar àquela organização a importância de se observar o previsto no Art. 88 do Código Brasileiro de aeronáutica que, salvo as exceções estabelecidas, proíbe a remoção de aeronaves acidentadas do local da ocorrência sem a devida anuncia da autoridade de investigação SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 06;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de enfatizar àquela organização a importância de se observar o previsto no RBAC 175 (Transporte de artigos perigosos em aeronaves civis), e suas respectivas IS, e no DOC 9284-AN/905 da ICAO, sempre que houver a necessidade de se transportar carga em alguma de suas aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 07;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Fundação Nacional do índio (FUNAI), a fim de estimular aquele órgão a solicitar a essa Agência o registro das pistas e áreas de pouso e decolagem localizadas dentro de terras indígenas, uma vez que o apoio Aéreo ? de suma importância para o cumprimento das atribuições institucionais de tal Funda??o.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77847;A-066/CENIPA/2018-01;2020-04-22;2020-05-04;2020-08-24;ATUAR JUNTO à XINGU AERO AGRíCOLA LTDA., A FIM DE REFORçAR àQUELE OPERADOR A IMPORTâNCIA E A OBRIGATORIEDADE DO CUMPRIMENTO DO CóDIGO BRASILEIRO DE AERONáUTICA (LEI 7.565) ART. 88, SOBRETUDO NO QUE DIZ RESPEITO à COMUNICAçãO DE QUALQUER OCORRêNCIA AERONáUTICA E OS CRITéRIOS PARA REMOçãO E REPARO DE AERONAVE ACIDENTADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77847;A-066/CENIPA/2018-02;2020-04-22;2020-05-04;2020-05-25;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA SOBRE A IMPORTâNCIA DE CONTROLAR A ADEQUADA UTILIZAçãO E SELEçãO DOS TANQUES DA AERONAVE, COM O INTUITO DE EVITAR APAGAMENTO DO MOTOR OCASIONADO POR FALTA DE COMBUSTíVEL.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77852;A-076/CENIPA/2018 - 01;2021-02-12;2021-04-12;2021-04-22;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores e proprietários de aeronaves, quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais, regulamentos ou regras de tráfego aéreo, notadamente na operação sem habilitação para tal.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77861;IG-075/CENIPA/2018 - 01;2020-07-24;2020-08-07;2020-08-27;Atuar junto à Vale S.A., a fim de enfatizar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica (CBA) que é vedada’, salvo as exceções estabelecidas, a remoção de aeronaves acidentadas, ou de suas partes, do local da ocorrência sem a devida autorização da autoridade de investigação SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77864;A-081/CENIPA/2018 - 01;2020-10-02;2021-03-04;2021-03-12;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar operadores e pilotos da aviação agrícola quanto à importância de realizar os cálculos de peso e balanceamento, levando em consideração a relação entre a capacidade de peso máximo do tanque de produtos (hopper) e o peso máximo de decolagem das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77868;A-084/CENIPA/2018 - 01;2020-05-29;2020-06-22;2020-06-30;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos eoperadores da aviação civil brasileira que operem a aeronave Robinson R22 Beta, sobre aimportância de se manter ligado o sistema do governador de sobrevelocidade durante suaoperação.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77878;A-085/CENIPA/2018 - 01;2021-02-12;2021-02-27;2021-04-29;Atuar junto à empresa Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador oriente seus pilotos quanto ao estrito cumprimento dos procedimentos operacionais das suas aeronaves, notadamente quanto à importância do aviso de estol ativo para a realização das manobras típicas do voo de aplicação de defensivos agrícolas, tendo como objetivo coibir os hábitos e as atitudes que possam fragilizar a segurança operacional.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77878;A-085/CENIPA/2018 - 02;2021-02-12;2021-02-27;2021-04-29;Atuar junto à empresa Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador assegure que seus pilotos conheçam as limitações operacionais das aeronaves operadas pela empresa, particularmente no que concerne à proibição de manobras acrobáticas, tanto pela certificação da aeronave quanto pela certificação da empresa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77878;A-085/CENIPA/2018 - 03;2021-02-12;2021-02-27;2021-04-29;Atuar junto à Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador aprimore seus mecanismos de supervisão gerencial destinados a identificar desvios em relação aos procedimentos operacionais da empresa, assim como àqueles aplicáveis à operação e às limitações de suas aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77878;A-085/CENIPA/2018 - 04;2021-02-12;2021-02-27;2021-03-03;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos que atuam na aviação agrícola sobre os riscos decorrentes da execução de manobras à baixa altura, com velocidades próximas à de estol, assim como quanto à importância de se conhecer e respeitar os limites definidos nos manuais técnicos das aeronaves operadas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77893;A-089/CENIPA/2018 -01;2019-04-08;2019-04-08;NULL;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil brasileira sobre a importância do correto planejamento de voo, sobretudo no que diz respeito aos aspectos relacionados à performance da aeronave na decolagem e subida e à escolha da cabeceira para a operação.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77895;A-088/CENIPA/2018 -01;2019-05-16;2019-05-16;NULL;Divulgar  o  conteúdo  deste  Relatório  Final,  a  fim  de  alertar  os  pilotos  da  Aviação  Geral quanto aos riscos associados à operação em condições meteorológicas adversas.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77905;A-094/CENIPA/2018 - 01;2021-02-12;2021-02-27;2021-06-25;Atuar junto à empresa Amazonaves Táxi Aéreo Ltda., a fim de que este operador assegure que seus tripulantes estejam recebendo treinamento adequado, bem como de que eles estejam familiarizados com os procedimentos de emergência da aeronave C-98 Caravan, incluindo os memory items, especialmente para as situações de emergência com falha do motor em voo e pouso forçado.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77933;A-503/CENIPA/2020 - 01;2020-10-02;2020-10-19;2021-01-05;Atuar junto à empresa Dilopes Aviação Agrícola LTDA., a fim de que aquele operador aperfeiçoe seus mecanismos de planejamento de voo e treinamento de pilotos, visando incrementar os níveis de competência e segurança operacional requeridos para o desempenho de suas atividades, principalmente no que tange aos riscos decorrentes da operação de pista de pouso molhadas e não pavimentadas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77977;A-104/CENIPA/2018 - 01;2019-03-11;0002-11-26;0000-00-00;Atuar junto ? organiza??o de manutenção Nacional manutenção de Aeronaves Ltda., a fim de que essa institui??o demonstre que possui e aplica todos os recursos necess?rios ? adequada presta??o de serviços de manutenção e escritura??o das aeronaves CESSNA AIRCRAFT, modelo 172B, conforme preconiza a legisla??o em vigor, os respectivos manuais t?cnicos e a Lista de Capacidades da empresa.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77985;A-104/CENIPA/2018-01;2019-03-11;2019-03-11;NULL;ATUAR JUNTO à ORGANIZAçãO DE MANUTENçãO NACIONAL MANUTENçãO DE AERONAVES LTDA., A FIM DE QUE ESSA INSTITUIçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO E ESCRITURAçãO DAS AERONAVES CESSNA AIRCRAFT, MODELO 172B, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78018;A-115/CENIPA/2018-01;2020-04-22;2020-05-04;2020-11-20;ATUAR JUNTO AO AEROCLUBE DE BAURU, A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS DISPONIBILIZADOS A SEUS TRIPULANTES, SOBRETUDO NO QUE DIZ RESPEITO à PADRONIZAçãO E àS CORRETAS TéCNICAS DE INSTRUçãO, E ORIENTE OS INSTRUTORES A SEREM CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78018;A-115/CENIPA/2018-02;2020-04-22;2020-05-04;2020-06-12;ATUAR JUNTO AO DEPARTAMENTO AEROVIáRIO DO ESTADO DE SãO PAULO (DAESP), A FIM DE QUE AQUELE OPERADOR IMPLEMENTE MELHORIAS NA INFRAESTRUTURA DO AERóDROMO DE BAURU - AREALVA (SBAE), VISANDO EVITAR QUE AS ESTRUTURAS QUE CIRCUNDAM O CAMPO TORNEM-SE OBSTáCULOS àS AERONAVES QUE VENHAM A EXPERIMENTAR UMA EXCURSãO DE PISTA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78031;A-117/CENIPA/2018 - 01;2020-07-24;2020-08-07;2021-03-23;Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que o SGSO implantado naquelas instituições efetivamente envolva os seus funcionários, alunos e prestadores de serviços na prevenção das ocorrências aeronáuticas, salientando a importância dos Reportes Voluntários na promoção de uma cultura voltada para a segurança de voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78031;A-117/CENIPA/2018 - 02;2020-07-24;2020-08-07;2021-03-23;Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que sejam padronizadas, por meio de acordos ou manuais conjuntos, os tipos de operação das aeronaves no circuito de tráfego local, fazendo constar as referências visuais para as posições no circuito, as mensagens de posição compulsórias, os procedimentos para as emergências, falhas de comunicação e mudança de pista, bem como os procedimentos previstos para operações mistas, se for o caso.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78031;A-117/CENIPA/2018 - 03;2020-07-24;2020-08-07;2021-03-23;Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de avaliar a efetividade dos seus Sistemas de Gerenciamento da Segurança Operacional, bem como do trabalho dos seus Gestores de Segurança Operacional, em especial quanto à gestão dos Reportes Voluntários e à qualidade do Gerenciamento de Riscos à Segurança Operacional, conforme determina o capítulo 2 do modelo de MGSO determinado pela ANAC.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78031;A-117/CENIPA/2018 - 04;2020-07-24;2020-08-07;2021-03-23;Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que, conjuntamente, estas instituições realizem uma análise de risco sobre a realização de voos de instrução com aproximações de 180 e 360 graus concomitante a tráfegos executando circuitos normais (perna base e reta final) e “IFR simulados”, de maneira a facilitar a identificação dos perigos e a implementação de medidas mitigadoras adequadas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
