codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
77903;PPFHP;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1988;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TÁXI;INSTRUÇÃO;LEVE;0
77904;PRAAA;***;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9072;9072;11;2000;BRASIL;BRASIL;AVIÃO;PARTICULAR;FRANCISCO DE ASSIS;VAL DE CANS / JÚLIO CEZAR RIBEIRO;DECOLAGEM;PRIVADA;LEVE;0
77905;PTFLW;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1995;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;EDUARDO GOMES;FLORES;APROXIMAÇÃO FINAL;TÁXI AÉREO;DESTRUÍDA;0
77909;PRFPN;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;EUROCOPTER FRANCE;EC 120 B;EC20;TURBOEIXO;MONOMOTOR;1715;1715;5;2001;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;REGIONAL HUGO CANTERGIANI;SALGADO FILHO;CRUZEIRO;POLICIAL;NENHUM;0
77910;PUXXX17;***;TRIKE;***;***;***;PISTÃO;MONOMOTOR;0;0;0;0;BRASIL;BRASIL;TRIKE;***;FORA DE AERODROMO;FORA DE AERODROMO;***;***;SUBSTANCIAL;1
77911;PRVDA;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;MONOMOTOR;1968;1968;6;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;GURUPI;POUSO;PRIVADA;LEVE;0
77916;PRBOP;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;EUROCOPTER FRANCE;EC 130 B4;EC30;TURBOEIXO;MONOMOTOR;2427;2427;7;2010;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;BACACHERI;POUSO;POLICIAL;LEVE;0
77917;PUDFK;***;ULTRALEVE;***;PATRIOT;ULAC;PISTÃO;MONOMOTOR;600;600;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;AERÓDROMO NACIONAL DE AVIAÇÃO;ITUVERAVA;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
77918;PTUZQ;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2011;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;CRUZEIRO;AGRÍCOLA;LEVE;0
77919;PUZMZ;***;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;PELICAN 500BR;ULAC;PISTÃO;MONOMOTOR;600;600;2;2006;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;TATUÍ;TATUÍ;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0
77921;PRSPG;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2010;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;CAMPO DE MARTE;DESCIDA DE EMERGÊNCIA;POLICIAL;NENHUM;0
77923;PRVIM;***;AVIÃO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;8;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRIMAVERA DO LESTE;DERSO PORTILHO VIEIRA;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
77924;PTRNN;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;P32R;PISTÃO;MONOMOTOR;1633;1633;6;1982;BRASIL;BRASIL;AVIÃO;PARTICULAR;CORONEL ALEXANDRE RAPOSO;PREFEITO DOUTOR JOÃO SILVA FILHO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
77930;PTMAJ;PARTICULAR;AVIÃO;EMBRAER;EMB-121A1;E121;TURBOÉLICE;BIMOTOR;5670;5670;8;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;FRANK MILOYE MILENKOVICH;REDENÇÃO;DECOLAGEM;NÃO REGULAR;NENHUM;0
77933;PTGSW;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1977;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
77934;PTFIB;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150M;C150;PISTÃO;MONOMOTOR;726;726;2;1975;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CHAFEI AMSEI (SBBT*);CHAFEI AMSEI (SBBT*);CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
77935;PTGCS;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;182T;C182;PISTÃO;MONOMOTOR;1406;1406;NULL;NULL;BRASIL;BRASIL;AVIÃO;PARTICULAR;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;ARREMETIDA NO AR;PRIVADA;NENHUM;0
77936;PRSED;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2003;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;SÃO TOMÉ;SÃO TOMÉ;CRUZEIRO;PRIVADA;NENHUM;0
77939;PRASP;INSTRUÇÃO;AVIÃO;DIAMOND AIRCRAFT;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;2;2011;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;PROFESSOR URBANO ERNESTO STUMPF;CAMPO DE MARTE;TÁXI;INSTRUÇÃO;LEVE;0
77940;CCCPJ;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2004;CHILE;CHILE;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;JORGE CHÁVEZ INTERNATIONAL AIRPORT;CRUZEIRO;REGULAR;NENHUM;0
77942;PPJGO;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;COMANDANTE MUNIR DJABAK;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
77943;PRFTX;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1814;1814;5;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM;0
77944;PTWJD;PARTICULAR;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;1996;BRASIL;BRASIL;AVIÃO;PARTICULAR;HOTEL TRANSAMÉRICA;CAMPO DE MARTE;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
77946;PROCT;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;172;2015;BRASIL;BRASIL;AVIÃO;REGULAR;CATARATAS;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;LEVE;0
77957;PRDFJ;MÚLTIPLA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;7;2009;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;IATE CLUBE DE SANTOS - ANGRA DOS REIS;JACAREPAGUÁ;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
77958;PUXXX18;PARTICULAR;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;PARTICULAR;REDENÇÃO;REDENÇÃO;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL;0
77961;PRJMB;***;HELICÓPTERO;AGUSTA;A109S;A109;TURBOEIXO;BIMOTOR;3175;3175;8;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;HELICENTRO BH;CONGONHAS;CRUZEIRO;PRIVADA;DESTRUÍDA;2
77963;PPMEY;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;COXIM;FAZENDA CÓRREGO AZUL;TÁXI;PRIVADA;SUBSTANCIAL;0
77966;PRONK;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;172;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SERAFIN ENOSS BERTASO;HERCÍLIO LUZ;DESCIDA;REGULAR;NENHUM;0
77967;PRFTX;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1814;1814;5;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;LEITE LOPES;CRUZEIRO;INSTRUÇÃO;LEVE;0
77969;PRRLX;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-28-161;P28A;PISTÃO;MONOMOTOR;1107;1107;4;1999;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;TORRES;TORRES;TÁXI;INSTRUÇÃO;NENHUM;0
77974;PUMGH;***;ULTRALEVE;HOTEL CHAMA LTDA ME;CONQUEST 180;ULAC;PISTÃO;MONOMOTOR;750;750;2;2011;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FAZENDA SERRA GRANDE;FAZENDA SERRA GRANDE;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL;0
77975;PTIDY;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;7;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;POUSO;INSTRUÇÃO;LEVE;0
77977;PTBNT;***;AVIÃO;CESSNA AIRCRAFT;172B;C172;PISTÃO;MONOMOTOR;998;998;4;1961;BRASIL;BRASIL;AVIÃO;PARTICULAR;BOMAR;CATULEVE;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
77978;PRTTP;REGULAR;AVIÃO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
77980;PRTDM;***;AVIÃO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;8;2013;BRASIL;BRASIL;AVIÃO;PARTICULAR;REGIONAL DE RIO GRANDE;DIOMÍCIO FREITAS;CRUZEIRO;PRIVADA;NENHUM;0
77981;PRABV;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4808;4808;7;2001;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;GURUPI;DECOLAGEM;PRIVADA;LEVE;0
77985;PTXXX7;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;***;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;***;***;1
77987;PRBOP;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;EUROCOPTER FRANCE;EC 130 B4;EC30;TURBOEIXO;MONOMOTOR;2427;2427;7;2010;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;OPERAÇÃO DE SOLO;***;LEVE;0
77989;PRVTR;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1998;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;PIQUIATUBA;MAESTRO WILSON FONSECA;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
77991;PRAXO;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
77993;PTIIU;***;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;6;1972;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
77994;PTCDE;***;AVIÃO;CESSNA AIRCRAFT;182G;C182;PISTÃO;MONOMOTOR;1270;1270;4;0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NÃO REGULAR;DESTRUÍDA;0
77995;PTBMZ;***;AVIÃO;CESSNA AIRCRAFT;180D;C180;PISTÃO;MONOMOTOR;1202;1202;4;1961;BRASIL;BRASIL;AVIÃO;PARTICULAR;TORRES;TORRES;POUSO;PRIVADA;SUBSTANCIAL;0
77996;PTOES;PARTICULAR;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2268;2268;6;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;MÁRIO DE ALMEIDA FRANCO;CAMPO DE MARTE;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
78004;PTDTM;***;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;MONOMOTOR;1179;1179;4;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;PINDAMONHANGABA;PARATI;POUSO;PRIVADA;LEVE;0
78006;PUIAA;***;AVIÃO;AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA;AMAZON;ZZZZ;PISTÃO;MONOMOTOR;600;600;2;2016;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;***;***;POUSO;EXPERIMENTAL;DESTRUÍDA;0
78008;PRBOA;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2007;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;POLICIAL;LEVE;0
78010;PRUNI;TÁXI AÉREO;AVIÃO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOÉLICE;BIMOTOR;5670;5670;10;2009;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SERAFIN ENOSS BERTASO;SALGADO FILHO;DESCIDA;TÁXI AÉREO;LEVE;0
78011;PPARX;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;PARTICULAR;BOM FUTURO;AEROPORTO MUNICIPAL BOM FUTURO;DESCIDA;PRIVADA;SUBSTANCIAL;0
78013;PTBIP;PARTICULAR;AVIÃO;BEECH AIRCRAFT;M35;BE35;PISTÃO;MONOMOTOR;1338;1338;4;1960;BRASIL;BRASIL;AVIÃO;PARTICULAR;SALINAS;MÁRIO RIBEIRO;POUSO;PRIVADA;LEVE;0
78014;PRUEA;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;BK 117 C-2;EC45;TURBOEIXO;BIMOTOR;3585;3585;NULL;NULL;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CIRCUITO DE TRÁFEGO;ESPECIALIZADA;LEVE;0
78015;PUWCB;EXPERIMENTAL;ULTRALEVE;***;CTU;ULAC;PISTÃO;MONOMOTOR;560;560;0;0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;GASTÃO MADEIRA;GUARATINGUETÁ;CORRIDA APÓS POUSO;EXPERIMENTAL;LEVE;0
78018;PTAPU;***;AVIÃO;PIPER AIRCRAFT;PA-18;PA18;PISTÃO;MONOMOTOR;680;680;2;1953;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;BAURU;BAURU;ARREMETIDA NO SOLO;INSTRUÇÃO;SUBSTANCIAL;0
78019;PTMSK;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9072;9072;11;2000;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;SANTOS DUMONT;SUBIDA;PRIVADA;NENHUM;0
78020;PRGXU;REGULAR;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;REGULAR;TANCREDO NEVES;PINTO MARTINS;SUBIDA;REGULAR;NENHUM;0
78021;PRXEF;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-31T2;PAY2;TURBOÉLICE;BIMOTOR;4297;4297;7;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARECHAL RONDON;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CRUZEIRO;PRIVADA;LEVE;0
78023;PRKDT;***;AVIÃO;PIPER AIRCRAFT;PA-28-161;P28A;PISTÃO;MONOMOTOR;1107;1107;4;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
78024;PRAUC;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;0;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;PINTO MARTINS;DECOLAGEM;REGULAR;NENHUM;0
78025;PRLEF;***;AVIÃO;CESSNA AIRCRAFT;182N;C182;PISTÃO;MONOMOTOR;1338;1338;4;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;***;***;SUBSTANCIAL;0
78026;PTXPC;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;TÁXI;REGULAR;LEVE;0
78028;PPGBC;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1991;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SÍLVIO NAME JÚNIOR;SÍLVIO NAME JÚNIOR;POUSO;INSTRUÇÃO;LEVE;0
78031;PREJK;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1979;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE ITÁPOLIS;AEROCLUBE DE ITÁPOLIS;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
78031;PRJEA;***;AVIÃO;CESSNA AIRCRAFT;150M;C150;PISTÃO;MONOMOTOR;726;726;2;1975;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE ITÁPOLIS;AEROCLUBE DE ITÁPOLIS;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
78032;PRFFS;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;MUNICIPAL DE GUARATUBA;MUNICIPAL DE GUARATUBA;CRUZEIRO;INSTRUÇÃO;NENHUM;0
78033;PRGGD;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2008;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;TANCREDO NEVES;POUSO;REGULAR;SUBSTANCIAL;0
78034;PPEFM;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2001;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;ORLANDO BEZERRA DE MENEZES;ORLANDO BEZERRA DE MENEZES;ESPECIALIZADA;POLICIAL;LEVE;0
78035;PPNEO;***;HELICÓPTERO;BELL HELICOPTER;429;B429;TURBOEIXO;BIMOTOR;3402;3402;7;2017;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA;TÁXI AÉREO;NENHUM;0
78035;PRDOA;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2013;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;POLICIAL;NENHUM;0
78036;PRZTE;***;AVIÃO;JIM DICKINSON;CHRISTEN EAGLE II;ZZZZ;PISTÃO;MONOMOTOR;726;726;2;1982;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;PARÁ DE MINAS;FAZENDA ESTRELA DALVA;MANOBRA;PRIVADA;DESTRUÍDA;2
78037;PRIPM;ADMINISTRAÇÃO DIRETA;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2012;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;DEPUTADO LUÍS EDUARDO MAGALHÃES;FORA DE AERODROMO;CORRIDA APÓS POUSO;POLICIAL;LEVE;0
78041;PRAXD;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;***;GUARARAPES - GILBERTO FREYRE;ESTACIONAMENTO;REGULAR;NENHUM;0
78042;PTEET;PARTICULAR;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA MARIA;FAZENDA DA PAZ;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
78045;PPGSZ;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1960;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;ARREMETIDA NO SOLO;INSTRUÇÃO;LEVE;0
78051;PTZMI;***;AVIÃO;***;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2009;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;SENADOR PETRÔNIO PORTELLA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
78052;PRFFN;***;***;CESSNA AIRCRAFT;152;***;***;SEM TRAÇÃO;0;0;0;1977;BRASIL;BRASIL;***;INSTRUÇÃO;MUNICIPAL DE GUARATUBA;MUNICIPAL DE GUARATUBA;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
78053;PPCIC;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;SOROCABA;CAMPO DE MARTE;CRUZEIRO;PRIVADA;NENHUM;0
78054;PUMHV;***;ULTRALEVE;***;P2004 BRAVO;ULAC;PISTÃO;MONOMOTOR;580;580;2;2007;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;CLUBE CEU;***;DECOLAGEM;PRIVADA;DESTRUÍDA;2
78055;PTGMA;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;CIPÓ;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
78057;PRONK;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;172;2012;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PRESIDENTE CASTRO PINTO;DECOLAGEM;REGULAR;NENHUM;0
78058;PRDMC;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;TANCREDO THOMAS DE FARIA;JOSÉ CLETO;INDETERMINADA;PRIVADA;DESTRUÍDA;3
78061;PTRUH;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1983;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO GRANDE;FAZENDA PRIMAVERA;TÁXI;NÃO REGULAR;LEVE;0
78066;PRBEN;PARTICULAR;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2009;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;CAMPO DE MARTE;FAZENDA BOA VISTA;POUSO;PRIVADA;NENHUM;0
78067;PRONY;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;172;2014;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
78071;FAB5933;***;AVIÃO;EMBRAER;A29B;***;TURBOÉLICE;MONOMOTOR;5400;5400;2;0;BRASIL;BRASIL;AVIÃO;***;CAMPO GRANDE;CAMPO DE PROVAS BRIGADEIRO VELOSO;DECOLAGEM;ESPECIALIZADA;NENHUM;0
78071;PTVLO;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1990;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;ESTÂNCIA CAIMAN;CAMPO GRANDE;APROXIMAÇÃO FINAL;NÃO REGULAR;NENHUM;0
78072;PPECF;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 BA;AS50;TURBOEIXO;MONOMOTOR;2100;2100;6;1998;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CAP. PM CIDIMAR ANTUNES DE ALMEIDA;CAP. PM CIDIMAR ANTUNES DE ALMEIDA;INDETERMINADA;POLICIAL;LEVE;0
